Date,Close,High,Low,Open,Volume
2013-01-02,51.6924934387207,51.69832181620692,50.835904223972214,51.156398299473146,16143700
2013-01-03,51.59926986694336,51.79739027561615,51.372012011936285,51.54682335269166,13268200
2013-01-04,51.83817672729492,51.91392785888323,51.49437800037509,51.5701291319634,11427900
2013-01-07,51.237979888916016,51.56429790944922,51.02820274835908,51.45940933917075,11799800
2013-01-08,51.558494567871094,51.558494567871094,50.8650640515601,51.173901508009116,14226400
2013-01-09,51.360355377197266,51.59344161117533,51.133097521649944,51.51186209614553,10892200
2013-01-10,51.919761657714844,52.1411955890535,51.49438337674903,51.71581286233738,13099600
2013-01-11,52.216949462890625,52.275219915228334,51.779914401732015,51.844013233028654,11645600
2013-01-14,52.199462890625,52.29852309301338,52.04795617501629,52.1295356882479,9606700
2013-01-15,52.17033386230469,52.216952004744385,51.86149644870555,51.96638504631948,9195400
2013-01-16,52.1353874206543,52.14121580156739,51.9023010874027,51.95474762411652,9645000
2013-01-17,52.56077194213867,52.99198326451205,52.21114462472306,52.30438094710191,13400300
2013-01-18,52.910377502441406,52.92785819279232,52.34514480375993,52.4966470839681,17196000
2013-01-22,52.98030471801758,52.99196147639843,52.566578710511756,52.60154009415287,11897500
2013-01-23,52.852115631103516,52.957004244806704,52.688956553287774,52.735574702878395,10906800
2013-01-24,53.23088455200195,53.446490176700586,52.88125729375558,52.95700845855423,11100000
2013-01-25,53.45230484008789,53.49309460231976,53.102673225814044,53.359068557414695,11090600
2013-01-28,53.09103775024414,53.41735595158512,52.892912809607076,53.41735595158512,11617500
2013-01-29,53.46978759765625,53.5688478175111,53.14346504144201,53.14929342077195,11700600
2013-01-30,52.834632873535156,53.44648383720614,52.66564542218077,53.12598962847348,15645400
2013-01-31,52.42673110961914,53.14929456075076,52.29270505666081,52.84628551535715,15991500
2013-02-01,52.46751403808594,52.73556166332662,52.07126875604529,52.70060028265402,15699200
2013-02-04,51.94890594482422,52.22278198285403,51.768261748777455,52.10041268951642,13347300
2013-02-05,52.29269027709961,52.55491392944866,52.10622219900124,52.374269783408295,11679700
2013-02-06,52.321842193603516,52.38011265054991,51.954734313665426,52.07710360697812,11768700
2013-02-07,51.75299835205078,52.32184222260643,51.37767951513532,52.31597660742396,13463300
2013-02-08,51.964111328125,52.07553563632771,51.670893232141516,51.899602989076385,11412300
2013-02-11,51.77059555053711,51.905477867389465,51.58880173031138,51.81164591233498,8764700
2013-02-12,51.876136779785156,51.96996870321674,51.559460749432105,51.75298573589548,9752100
2013-02-13,51.99930953979492,52.057952279354055,51.74714173295186,51.876158444474484,8940300
2013-02-14,51.91132354736328,52.08139055963028,51.64156346815951,51.80576486644419,13238900
2013-02-15,51.8175048828125,51.96411393816809,51.489102030545034,51.940655952412804,15696900
2013-02-19,52.3804817199707,52.433263305049216,51.82923025482251,51.92306219533845,12158900
2013-02-20,52.17524719238281,52.67371723725111,52.13419682337377,52.27494030652554,13936400
2013-02-21,51.9523811340332,52.20454888057016,51.81750331271877,52.06967105925572,10939800
2013-02-22,52.31011199951172,52.357027973567924,51.84096568141037,52.20455329496205,10260200
2013-02-25,51.43045425415039,52.89068365055887,51.43045425415039,52.708885381525974,15302900
2013-02-26,51.90547180175781,52.18109754482863,51.46564463068397,51.899606186713896,15073200
2013-02-27,52.50364303588867,52.57401700501382,51.78819000932214,51.899614341898456,11195200
2013-02-28,52.51537322998047,52.66784344884068,52.210423843952114,52.585742723560884,14552000
2013-03-01,52.44498825073242,52.59159729711442,52.14590454335031,52.233870866010115,11301600
2013-03-04,52.163490295410156,52.339422918410335,51.876137853718824,52.26904897437977,10994000
2013-03-05,52.550559997558594,52.867236153309875,52.36290055053792,52.47432488519693,13072600
2013-03-06,52.521240234375,52.74995006234908,52.222160904965484,52.544698226238296,13234400
2013-03-07,52.02275085449219,52.63851060786608,52.00515848567913,52.56227104413909,12905300
2013-03-08,52.17524719238281,52.32772190905411,51.81165501390652,52.198705185267215,11896300
2013-03-11,52.28666687011719,52.51537668761984,51.92307472411474,52.19870052319595,12454800
2013-03-12,52.28666687011719,52.726494130569094,52.19870052319595,52.45672947356951,11470000
2013-03-13,52.345306396484375,52.48604985842542,52.09313860367327,52.20455846038935,10539900
2013-03-14,52.67958068847656,52.72649667231676,52.4332784845472,52.4332784845472,13775500
2013-03-15,52.40980911254883,52.55055255935444,52.06967501479457,52.31011154999775,29240100
2013-03-18,52.057945251464844,52.42153734629282,51.92893303151327,52.04035287938752,11553700
2013-03-19,51.94652557373047,52.24560484833179,51.618118221981504,52.12831938466307,11987900
2013-03-20,51.97584533691406,52.31597944951964,51.782324766914215,52.1635047655665,11319000
2013-03-21,51.70606231689453,51.981687959532366,51.54772656163009,51.67674320066497,13447500
2013-03-22,52.362884521484375,52.36288452148437,51.79404073847861,51.84095670441064,10786600
2013-03-25,52.20454406738281,52.72061074247491,51.99343116975293,52.486035387810574,12900800
2013-03-26,52.855491638183594,52.95518918979151,52.40393774525942,52.43326134411228,12329600
2013-03-27,53.1193962097168,53.21322368246972,52.468451619052445,52.52122873357218,12350800
2013-03-28,52.843772888183594,53.353974056101414,52.773398924767925,53.15458339683386,17485200
2013-04-01,53.230812072753906,53.3598287530241,52.76753141055191,52.85549326150599,9414200
2013-04-02,53.1193962097168,53.31878238566268,52.94346354634403,53.12525735078333,9991800
2013-04-03,52.73822021484375,53.266013815471204,52.69716985002573,53.16045509534571,12197100
2013-04-04,52.644371032714844,52.972778317989906,52.32183383583479,52.83789603533453,11582000
2013-04-05,52.198692321777344,52.315977783141676,51.84096584821649,51.96411692489511,12771600
2013-04-08,51.9582633972168,52.25734720967472,51.694368810677496,52.25734720967472,11013900
2013-04-09,52.057945251464844,52.39221374339486,51.95238654484727,52.01103375064319,10753400
2013-04-10,52.005165100097656,52.28665645936726,51.723673740828055,51.870282798454156,14823700
2013-04-11,52.321842193603516,52.35116132119267,51.741271567158215,52.16350190283896,14979900
2013-04-12,52.18695831298828,52.304248242262275,51.846828703477,52.12244997042592,11505100
2013-04-15,50.720848083496094,51.99927873480629,50.591831448404456,51.77643466683537,19626200
2013-04-16,50.79123306274414,51.15482507035608,50.48628377270766,51.13136708849539,14578800
2013-04-17,50.48043441772461,50.656362611522155,49.85880893867651,50.556669520954856,17341200
2013-04-18,50.79711151123047,51.06687165955768,50.304502715997614,50.59772085211246,14730400
2013-04-19,51.28385543823242,51.307313428408406,50.68569234828447,51.17829671951759,18393300
2013-04-22,51.65916442871094,51.79404672782482,51.190018137597924,51.377677548873784,11262000
2013-04-23,52.36875534057617,52.48017517804755,51.57120173707567,51.83509624190388,15567700
2013-04-24,52.44498825073242,52.71474835917692,52.39807228209346,52.45671500581565,13028800
2013-04-25,51.64743423461914,52.134177338202115,51.4011321126204,52.128311723634624,16328700
2013-04-26,51.60639190673828,51.770593346940586,51.37181650324055,51.49496758339228,10791800
2013-04-29,51.729549407958984,52.09314155222,51.61226392872859,51.7588730148437,11093000
2013-04-30,52.18695831298828,52.18695831298828,51.465644263104835,51.75886237505984,14572600
2013-05-01,51.31904983520508,52.09900683496926,51.30145745933775,51.911347368793386,11616500
2013-05-02,51.97584533691406,52.098996417515316,51.45391741115718,51.59466533826178,11330100
2013-05-03,52.790977478027344,52.89067501864021,52.14589864178342,52.19281460511271,13036600
2013-05-06,53.1193962097168,53.295324398936074,52.73821175517813,52.925871174837454,10613400
2013-05-07,53.45365905761719,53.45365905761719,52.861357259112,53.14284859601292,11088900
2013-05-08,53.77619552612305,53.86416184731533,53.38328436217083,53.39501559121138,13638300
2013-05-09,53.752586364746094,54.06554698805047,53.55182087247719,53.81754096638717,13771900
2013-05-10,53.22704315185547,53.70534108058963,53.02037148543358,53.658105060482086,10975400
2013-05-13,53.20339584350586,53.227016094104584,52.80776678245698,53.02625072166862,9810100
2013-05-14,53.7998161315918,53.84705665153581,53.15617643639038,53.2329434075754,9890300
2013-05-15,53.8765754699707,53.92381598717227,53.386469745591484,53.52228060116637,10399400
2013-05-16,53.55772399902344,53.90611728128804,53.439627177468815,53.61677691490572,10469600
2013-05-17,54.18364334106445,54.254499623551276,53.45733490984344,53.776201696347464,12721300
2013-05-20,54.63241195678711,54.73279919356767,54.006490800329495,54.095065653910375,12417700
2013-05-21,54.79773712158203,55.169745987366895,54.549726705955955,54.72097016944186,12519900
2013-05-22,54.43753433227539,55.21107848221149,54.21314417817288,54.81544937538178,19253300
2013-05-23,54.201351165771484,54.53793198411119,53.947439004209684,54.06553579814842,15357300
2013-05-24,54.04783248901367,54.189549570972936,53.734871868180605,53.95925762337483,12771900
2013-05-28,54.54975128173828,55.02214756659968,54.18364844082031,54.8804304831832,15197800
2013-05-29,54.37260055541992,54.573366027865845,54.08325572027695,54.18364296160431,11563200
2013-05-30,54.37849044799805,54.72688361093812,54.08915018071467,54.307634181375505,9734700
2013-05-31,53.42190170288086,54.54383928861396,53.415995511532195,54.2958288081143,17917400
2013-06-03,54.006500244140625,54.036026702198775,53.42781950908275,53.45734146203591,14177500
2013-06-04,53.61085891723633,54.0242022067647,53.27427809430495,53.841150822131276,12481300
2013-06-05,52.93769836425781,53.805723795291506,52.91407810363942,53.54590543359324,12888000
2013-06-06,53.280174255371094,53.2801742553711,52.55386603466906,52.819586027185125,15393300
2013-06-07,54.00057601928711,54.03010246748559,53.43370335368328,53.669901423960745,12504700
2013-06-10,53.805721282958984,54.28992534026712,53.658098039814995,54.28401914911228,10372300
2013-06-11,53.415992736816406,53.75847973558397,53.28018187858002,53.36875221868907,10739400
2013-06-12,52.99083709716797,53.92381705744996,52.90226225193293,53.811621953145334,10864500
2013-06-13,53.92972946166992,54.154115191026605,52.91408073018461,52.92588860852789,13501300
2013-06-14,53.48685836791992,53.91201405944116,53.31561485299585,53.82934539776805,12158400
2013-06-17,54.0360107421875,54.18953566445099,53.59904271853515,53.71714401078051,12026400
2013-06-18,54.28401565551758,54.36077811517481,53.888386470578396,53.947434863015005,10678200
2013-06-19,53.73487854003906,54.48480288467017,53.73487854003906,54.201368685559736,14189500
2013-06-20,52.58340835571289,53.45142936237287,52.42987889996635,53.28609202777097,21077700
2013-06-21,52.83729934692383,53.22702226422448,52.46528598824744,53.002636615178815,25493800
2013-06-24,52.246829986572266,52.84913094922236,51.97519920379363,52.52435795140314,17653000
2013-06-25,52.61883544921875,52.91998816273297,52.24682645377487,52.896367900388285,15790100
2013-06-26,53.02626419067383,53.12664690238965,52.39443696825171,52.80187400554045,14446000
2013-06-27,53.167991638183594,53.5400006159848,53.16208544660143,53.28608843920183,12348000
2013-06-28,53.35103988647461,53.58723797969238,52.884549891273075,53.05579339622837,22984200
2013-07-01,53.321529388427734,53.81163524358125,53.12075938930175,53.3746716056316,13182200
2013-07-02,53.522308349609375,53.7939347066865,53.215253838815315,53.362877152777195,12320700
2013-07-03,53.55179977416992,53.65808867087925,53.227026893918364,53.516367138531436,5674000
2013-07-05,54.07145309448242,54.095073359142035,53.48095999330641,53.79392061611292,8917900
2013-07-08,54.47298049926758,54.638317822242726,54.26630884554864,54.30173698472784,12086700
