Date,Close,High,Low,Open,Volume
2013-01-02,17.940269470214844,18.033290012938675,17.774077632319262,17.845267594846515,101550348
2013-01-03,17.950687408447266,18.155577609949844,17.87751233648206,17.98194255092831,92635272
2013-01-04,18.305397033691406,18.39221454554091,18.050153057302012,18.091329978712306,110429460
2013-01-07,18.225528717041016,18.340376060571703,18.122092942238844,18.24289373671819,66161772
2013-01-08,18.189559936523438,18.26397522810002,17.9695393987371,18.245122320714493,66976956
2013-01-09,18.309118270874023,18.314822163240727,18.07297296760737,18.16400837537718,80907012
2013-01-10,18.392465591430664,18.479780342937932,18.19452140117406,18.425951622928512,73354572
2013-01-11,18.355506896972656,18.416030177586638,18.263976140478565,18.40536539059562,51356592
2013-01-14,17.940269470214844,18.41032740602983,17.917945447441724,18.28134038217153,114441444
2013-01-15,17.981943130493164,18.23172904948857,17.663693473828644,17.843034322565064,156950892
2013-01-16,17.74034309387207,17.967309677289517,17.702639163266795,17.919186734421004,80855064
2013-01-17,17.644344329833984,17.850722417418176,17.636902989495113,17.80284903833767,88371540
2013-01-18,17.475421905517578,17.680312096168112,17.39654105379565,17.620531818348987,128942928
2013-01-22,17.43474006652832,17.496010123972802,17.252423455827227,17.47914233044899,151544304
2013-01-23,18.392959594726562,18.578998761350473,18.251322690913025,18.256283584109585,236127636
2013-01-24,18.708234786987305,18.773223626919194,18.368404125491534,18.386512143204047,135172692
2013-01-25,18.694839477539062,18.814152367297883,18.610005175153383,18.622904632391247,88946964
2013-01-28,18.621912002563477,18.74271278175714,18.551465047600498,18.647461359800598,65018916
2013-01-29,18.69508934020996,18.776202982060454,18.517981265090803,18.523189825674855,69814116
2013-01-30,18.698808670043945,18.87542139933408,18.675989315509632,18.696575889786693,69250680
2013-01-31,18.744943618774414,18.79281699134312,18.61000317303192,18.616453846249062,65302632
2013-02-01,19.238813400268555,19.263619757762857,18.80472577642286,18.80720622311385,149694156
2013-02-04,18.827543258666992,19.11156193889747,18.80893991033334,19.04260288092288,121498380
