Date,AAPL,MSFT,GOOGL,AMZN,JPM,JNJ,V,PG,XOM,NVDA
2013-02-04,13.358625411987305,21.999956130981445,18.827543258666992,12.99899959564209,33.46024703979492,50.96284103393555,35.55952835083008,51.69534683227539,51.94890594482422,0.2801741063594818
2013-02-05,13.827350616455078,22.048057556152344,18.994234085083008,13.344499588012695,34.23919677734375,51.3410530090332,36.21328353881836,52.00448989868164,52.29269027709961,0.286625474691391
2013-02-06,13.81255340576172,21.91977882385254,19.104124069213867,13.111000061035156,34.112876892089844,51.84303665161133,36.50613021850586,52.31364822387695,52.32184219360352,0.2843213379383087
2013-02-07,14.223247528076172,21.87167358398437,19.197885513305664,13.011500358581545,33.84620666503906,51.61609649658203,35.652610778808594,52.31364822387695,51.75299835205078,0.2831692993640899
2013-02-08,14.428601264953612,22.088144302368164,19.48116111755371,13.09749984741211,34.12691879272461,51.90491485595703,35.820587158203125,52.038848876953125,51.964111328125,0.2850126028060913
2013-02-11,14.57896900177002,22.33669090270996,19.407989501953125,12.86050033569336,34.147972106933594,51.85678863525391,35.48690414428711,52.0800666809082,51.77059555053711,0.2882383465766907
2013-02-12,14.213533401489258,22.352724075317383,19.36532020568848,12.9350004196167,34.48480987548828,52.12498092651367,35.59359359741211,52.19683456420898,51.87613677978516,0.2863949239253998
2013-02-13,14.186495780944824,22.472978591918945,19.418901443481445,13.47350025177002,34.16200256347656,52.02870941162109,35.20686721801758,52.59529876708984,51.99930953979492,0.2850126028060913
2013-02-14,14.173738479614258,22.480993270874023,19.541933059692383,13.461999893188477,34.540958404541016,52.1318588256836,35.48210906982422,52.74644470214844,51.91132354736328,0.2933072745800018
2013-02-15,13.978410720825195,22.456951141357425,19.667694091796875,13.25450038909912,34.302364349365234,52.372535705566406,35.93935012817383,52.58155822753906,51.8175048828125,0.2933072745800018
2013-02-19,13.973247528076172,22.67520523071289,20.01397132873535,13.487500190734863,34.702369689941406,52.92268371582031,35.8529167175293,53.15862655639648,52.3804817199707,0.2893904447555542
2013-02-20,13.634841918945312,22.52970123291016,19.65703010559082,13.320500373840332,34.112876892089844,52.70948791503906,35.354736328125,52.952518463134766,52.17524719238281,0.2852430045604706
2013-02-21,13.550093650817873,22.22251319885254,19.733177185058597,13.29699993133545,33.86024856567383,52.86077880859375,35.81423568725586,52.92506408691406,51.9523811340332,0.2831692993640899
2013-02-22,13.694384574890137,22.44078063964844,19.836862564086918,13.270999908447266,34.32341766357422,52.8538703918457,36.26691436767578,52.89068984985352,52.31011199951172,0.2884686589241028
2013-02-25,13.451058387756348,22.12550926208496,19.615110397338867,12.993499755859377,33.47428131103516,52.38249588012695,35.46165084838867,52.1556396484375,51.43045425415039,0.2833997905254364
2013-02-26,13.638487815856934,22.12550926208496,19.59922981262207,12.968000411987305,33.40409469604492,52.507266998291016,35.90296173095703,52.26555252075195,51.90547180175781,0.2867611348628998
2013-02-27,13.504828453063965,22.48119354248047,19.83860206604004,13.162500381469728,34.583065032958984,52.90236282348633,36.36701583862305,52.72582244873047,52.50364303588867,0.2920931279659271
2013-02-28,13.408533096313477,22.47311210632324,19.87382698059082,13.213500022888184,34.33042526245117,52.75679397583008,36.08721923828125,52.33424377441406,52.51537322998047,0.2934840619564056
2013-03-01,13.076505661010742,22.59437370300293,19.997602462768555,13.286999702453612,34.32341766357422,53.16576766967773,35.95982360839844,52.54720687866211,52.44498825073242,0.2946430742740631
2013-03-04,12.759979248046877,22.756052017211918,20.37736701965332,13.655500411987305,34.45673751831055,53.51235580444336,36.2828369140625,52.67773818969727,52.16349029541016,0.2934840619564056
2013-03-05,13.096861839294434,22.91773223876953,20.801532745361328,13.779500007629396,34.730430603027344,53.83122253417969,36.462547302246094,52.93192672729492,52.550559997558594,0.2967293560504913
2013-03-06,12.93039321899414,22.70754814147949,20.62244415283203,13.689499855041504,35.109378814697266,53.64406967163086,36.6377182006836,53.03497314453125,52.521240234375,0.296497493982315
2013-03-07,13.079849243164062,22.74796295166016,20.6527042388916,13.694000244140623,35.53046798706055,53.893592834472656,36.51259994506836,52.828857421875,52.02275085449219,0.2958022356033325
2013-03-08,13.11447811126709,22.63479423522949,20.62591552734375,13.709500312805176,35.22868347167969,54.19859313964844,36.54899597167969,53.021240234375,52.17524719238281,0.2971929907798767
2013-03-11,13.301300048828123,22.52970123291016,20.70777130126953,13.562000274658203,35.425174713134766,54.37187957763672,36.66501235961914,53.13800811767578,52.28666687011719,0.2944112718105316
2013-03-12,13.014538764953612,22.56203842163086,20.5289249420166,13.706500053405762,35.28482818603516,54.45506286621094,36.35109329223633,53.01436233520508,52.28666687011719,0.2953386306762695
2013-03-13,13.012107849121094,22.57012367248535,20.471874237060547,13.755000114440918,35.20061111450195,54.448123931884766,36.25327301025391,52.76018524169922,52.345306396484375,0.2953386306762695
2013-03-14,13.138175964355469,22.74796295166016,20.37835693359375,13.286999702453612,35.79010772705078,54.82938003540039,36.54671859741211,53.16551971435547,52.67958068847656,0.2955703139305115
2013-03-15,13.47718620300293,22.667125701904297,20.19877052307129,13.090999603271484,35.10237503051758,54.89174270629883,36.06675720214844,52.44416427612305,52.40980911254883,0.2930202782154083
2013-03-18,13.843533515930176,22.71563148498535,20.037288665771484,12.89449977874756,34.74445724487305,54.62833023071289,35.95756149291992,52.32050323486328,52.05794525146485,0.2909339666366577
2013-03-19,13.80617332458496,22.780298233032227,20.124855041503903,12.820500373840332,34.52692413330078,54.66299057006836,35.48667526245117,52.973140716552734,51.94652557373047,0.2890793979167938
2013-03-20,13.732962608337402,22.893474578857425,20.208940505981445,12.86400032043457,34.47079086303711,55.07195281982422,36.24418258666992,53.2960319519043,51.97584533691406,0.2925567328929901
2013-03-21,13.752704620361328,22.72371864318848,20.123363494873047,12.669500350952148,33.930423736572266,54.76698684692383,35.8961296081543,53.04185485839844,51.70606231689453,0.2879202663898468
2013-03-22,14.031569480895996,22.836889266967773,20.099802017211918,12.887499809265137,34.232181549072266,55.27299880981445,36.41704177856445,53.08305740356445,52.362884521484375,0.2893112003803253
2013-03-25,14.082297325134276,22.76413917541504,20.083179473876957,12.800999641418455,34.04972457885742,55.231407165527344,37.30651092529297,52.67773818969727,52.20454406738281,0.2876884937286377
2013-03-26,14.0081787109375,22.76413917541504,20.152135848999023,13.01550006866455,34.133934020996094,56.04238510131836,38.09358596801758,53.17237091064453,52.8554916381836,0.2897748649120331
2013-03-27,13.732962608337402,22.933895111083984,19.9100399017334,13.265000343322754,33.523399353027344,56.333526611328125,38.36655426025391,52.93881607055664,53.1193962097168,0.293252021074295
2013-03-28,13.446807861328123,23.127901077270508,19.699939727783203,13.32450008392334,33.30584716796875,56.51376724243164,38.63496398925781,52.93881607055664,52.8437728881836,0.297424852848053
2013-04-01,13.02912139892578,23.127901077270508,19.87357711791992,13.080499649047852,33.56550598144531,56.79104232788086,38.068546295166016,53.37847518920898,53.23081207275391,0.2876884937286377
2013-04-02,13.055853843688965,23.28150177001953,20.167516708374023,13.166000366210938,33.881309509277344,57.31782913208008,38.205039978027344,54.24406051635742,53.1193962097168,0.2846747934818268
2013-04-03,13.122684478759766,23.087486267089844,19.997848510742188,12.951499938964844,33.083343505859375,56.88808059692383,37.47711563110352,53.66700744628906,52.73822021484375,0.2811975181102752
2013-04-04,12.992971420288086,23.11982727050781,19.72176551818848,12.95400047302246,33.53528594970703,57.12373733520508,37.87065505981445,53.955528259277344,52.64437103271485,0.2839792668819427
2013-04-05,12.855666160583496,23.200664520263672,19.42361259460449,12.77400016784668,33.83186340332031,56.867279052734375,37.57038116455078,53.74254989624024,52.198692321777344,0.2888475060462951
2013-04-08,12.947100639343262,23.111736297607425,19.2202091217041,12.947500228881836,34.30499267578125,56.22262573242188,37.827430725097656,54.12727355957031,51.9582633972168,0.2881521582603454
2013-04-09,12.970494270324709,23.936294555664062,19.289663314819336,13.057000160217283,34.3755989074707,56.50682830810547,37.47711563110352,53.763160705566406,52.05794525146485,0.292788565158844
2013-04-10,13.23507595062256,24.47790908813477,19.60047149658203,13.238499641418455,34.77811050415039,56.85340118408203,37.98666763305664,54.4364128112793,52.005165100097656,0.297424852848053
2013-04-11,13.193768501281738,23.394672393798828,19.60568046569824,13.49250030517578,34.82047271728516,57.06135940551758,38.129981994628906,54.73181915283203,52.32184219360352,0.2960339784622192
2013-04-12,13.056157112121582,23.27341651916504,19.597244262695312,13.643500328063965,34.60862731933594,57.35248947143555,37.70459747314453,55.01349258422852,52.18695831298828,0.3034522831439972
2013-04-15,12.753904342651367,23.19258117675781,19.395828247070312,13.38599967956543,33.84598922729492,56.63852310180664,36.690032958984375,54.71808242797852,50.720848083496094,0.2971929907798767
2013-04-16,12.94801425933838,23.418926239013672,19.679601669311523,13.616999626159668,34.24142837524414,57.83771896362305,37.468021392822266,55.02720642089844,50.79123306274414,0.3004385530948639
2013-04-17,12.235970497131348,23.30575180053711,19.411457061767575,13.369999885559082,33.04096984863281,58.15654373168945,36.90386581420898,54.31274032592773,50.48043441772461,0.296497493982315
2013-04-18,11.90941333770752,23.27341651916504,18.99845314025879,12.970999717712402,32.935035705566406,57.65748596191406,36.71732711791992,54.86920928955078,50.79711151123047,0.2907020151615143
2013-04-19,11.863239288330078,24.065637588500977,19.84083366394043,13.015999794006348,33.3516845703125,58.56551742553711,37.29740524291992,55.94089126586914,51.28385543823242,0.2913975119590759
2013-04-22,12.110511779785156,24.92251968383789,19.84678649902344,13.177499771118164,33.43640899658203,58.80121612548828,37.199588775634766,55.92030334472656,51.65916442871094,0.2918612062931061
2013-04-23,12.337128639221191,24.73659324645996,20.04001808166504,13.44499969482422,34.01546096801758,59.2309799194336,37.684120178222656,56.70344161987305,52.36875534057617,0.2995112240314483
2013-04-24,12.316773414611816,25.674325942993164,20.17768859863281,13.439000129699709,34.40386199951172,58.496185302734375,38.00260162353516,53.36924743652344,52.44498825073242,0.3097112774848938
2013-04-25,12.405475616455078,25.8198299407959,20.06978416442871,13.734999656677246,34.60157012939453,59.071556091308594,38.3892936706543,52.995567321777344,51.64743423461914,0.3122613728046417
2013-04-26,12.67340087890625,25.698570251464844,19.879283905029297,12.740500450134276,34.516841888427734,59.00221633911133,38.041259765625,53.355411529541016,51.60639190673828,0.3108703792095184
2013-04-29,13.065876960754396,26.361448287963867,20.316843032836918,12.487000465393066,34.54506301879883,59.32107162475586,38.19367599487305,53.756797790527344,51.72954940795898,0.3145796060562134
2013-04-30,13.450453758239746,26.757556915283203,20.453519821166992,12.690500259399414,34.60862731933594,59.078460693359375,38.3210563659668,53.12703704833984,52.18695831298828,0.3192159831523895
2013-05-01,13.344440460205078,26.45037651062012,20.35082626342773,12.411499977111816,33.90247344970703,58.38530731201172,37.76601409912109,53.27928161621094,51.31904983520508,0.3164340555667877
2013-05-02,13.533685684204102,26.806066513061523,20.57853507995605,12.6274995803833,33.951900482177734,59.02994537353516,39.89976501464844,53.812137603759766,51.97584533691406,0.3201432824134826
2013-05-03,13.669170379638672,27.072830200195312,20.978145599365234,12.90250015258789,33.591773986816406,59.43889236450195,40.84152603149414,54.10973358154297,52.790977478027344,0.3215341567993164
2013-05-06,13.995115280151367,27.283008575439453,21.37080955505371,12.78600025177002,34.022518157958984,58.69723892211914,40.693660736083984,53.80524826049805,53.1193962097168,0.3206069469451904
2013-05-07,13.932842254638672,26.927324295043945,21.263652801513672,12.886500358581545,34.7004280090332,59.28643035888672,40.89838790893555,53.93672561645508,53.45365905761719,0.3164340555667877
2013-05-08,14.090200424194336,26.668642044067383,21.670455932617188,12.934000015258787,35.13825225830078,59.237911224365234,40.77783203125,54.28273391723633,53.77619552612305,0.3222295343875885
2013-05-09,13.96727466583252,26.401870727539062,21.61712455749512,13.008000373840332,34.629817962646484,59.02302932739258,40.62312316894531,54.12358474731445,53.752586364746094,0.3224614560604095
2013-05-10,13.851075172424316,26.42612075805664,21.83416748046875,13.181500434875488,34.57332229614258,59.44585037231445,40.66181564331055,54.504173278808594,53.22704315185547,0.3370660543441772
2013-05-13,13.905197143554688,26.70097923278809,21.767200469970703,13.225500106811523,35.0746955871582,59.50822830200195,40.702762603759766,54.386531829833984,53.20339584350586,0.3301115334033966
2013-05-14,13.572508811950684,27.29522705078125,22.004581451416016,13.416500091552734,35.47014236450195,60.28457260131836,41.01894760131836,54.99552917480469,53.7998161315918,0.3349797129631042
2013-05-15,13.113523483276367,27.55571556091309,22.718719482421875,13.32800006866455,36.07742691040039,60.74901580810547,41.42232894897461,55.83288192749024,53.8765754699707,0.3407752811908722
2013-05-16,13.288742065429688,27.742965698242188,22.420562744140625,13.206000328063965,35.992713928222656,60.617286682128906,40.97565460205078,55.50069808959961,53.55772399902344,0.3391525149345398
2013-05-17,13.248383522033691,28.386062622070312,22.552276611328125,13.494999885559082,36.931888580322266,61.06090545654297,42.06270217895508,55.37614059448242,54.18364334106445,0.3447161018848419
2013-05-20,13.544069290161133,28.557008743286133,22.53615379333496,13.381500244140623,36.92482376098633,61.00546646118164,41.38815307617188,54.73253631591797,54.63241195678711,0.3440206348896026
2013-05-21,13.444080352783203,28.36978530883789,22.49745750427246,13.442999839782717,37.4403190612793,61.40750503540039,41.37447738647461,54.531864166259766,54.79773712158203,0.3476322293281555
2013-05-22,13.495757102966309,28.174413681030277,22.06212615966797,13.14799976348877,37.87108612060547,61.317378997802734,41.05313873291016,54.545711517333984,54.43753433227539,0.3355163335800171
2013-05-23,13.51991367340088,27.79994201660156,21.89767074584961,13.09000015258789,37.67333984375,60.90534973144531,40.588226318359375,54.46266555786133,54.20135116577149,0.3408752977848053
2013-05-24,13.611958503723145,27.897628784179688,21.662769317626957,13.086999893188477,37.89226150512695,60.63299560546875,41.123779296875,56.66331100463867,54.04783248901367,0.3387781977653503
2013-05-28,13.498505592346191,28.50817108154297,21.859968185424805,13.364500045776367,38.5560417175293,61.18470764160156,41.02806854248047,55.95743942260742,54.54975128173828,0.3385452032089233
2013-05-29,13.6058349609375,28.394201278686523,21.53849029541016,13.27649974822998,38.60547637939453,59.81587600708008,40.597354888916016,54.60107421875,54.37260055541992,0.3364484012126922
2013-05-30,13.808571815490724,28.51630973815918,21.599266052246094,13.341500282287598,39.276309967041016,60.0533447265625,41.25597381591797,54.73253631591797,54.37849044799805,0.3408752977848053
2013-05-31,13.752004623413086,28.410476684570312,21.610675811767575,13.460000038146973,38.54898071289063,58.78927612304688,40.597354888916016,53.12012100219727,53.42190170288086,0.3371473550796509
2013-06-03,13.782276153564451,28.97218513488769,21.521623611450195,13.343999862670898,38.478363037109375,59.159400939941406,41.06453323364258,53.74295425415039,54.00650024414063,0.3366811871528625
2013-06-04,13.739157676696776,28.48375701904297,21.310035705566406,13.28499984741211,38.16059494018555,58.73340225219727,41.06681442260742,53.54228210449219,53.61085891723633,0.3371473550796509
2013-06-05,13.61072826385498,28.31279563903809,21.324920654296875,13.35849952697754,37.4473762512207,58.44007110595703,40.38768768310547,53.05093765258789,52.93769836425781,0.3299243152141571
2013-06-06,13.407384872436523,28.459333419799805,21.447458267211918,13.39150047302246,37.779273986816406,58.98481369018555,40.87309265136719,53.1616325378418,53.28017425537109,0.3320212960243225
2013-06-07,13.5098237991333,29.03730583190918,21.82176780700684,13.843500137329102,38.32299041748047,59.299095153808594,41.00755310058594,53.80524826049805,54.00057601928711,0.3366811871528625
2013-06-10,13.420534133911133,28.874496459960938,22.081972122192383,14.053500175476074,38.386566162109375,59.459720611572266,41.5522346496582,54.02670669555664,53.80572128295898,0.3364484012126922
2013-06-11,13.38108730316162,28.361650466918945,21.823749542236328,13.73900032043457,37.772216796875,59.14546203613281,40.94375991821289,54.06129837036133,53.415992736816406,0.3301573991775512
2013-06-12,13.215655326843262,28.491893768310547,21.62952995300293,13.583499908447266,37.55329895019531,58.48197937011719,40.82750701904297,53.7014274597168,52.99083709716797,0.3273614645004272
2013-06-13,13.330938339233398,28.263954162597656,21.754053115844727,13.78950023651123,38.25239562988281,59.299095153808594,41.53398132324219,54.27581024169922,53.92972946166992,0.3348173201084137
2013-06-14,13.150218963623049,28.003454208374023,21.70543098449707,13.69950008392334,37.51798248291016,59.299095153808594,41.233177185058594,53.99901580810547,53.48685836791992,0.3343514204025268
2013-06-17,13.209847450256348,28.491893768310547,21.983495712280277,13.902999877929688,38.02642822265625,59.801902770996094,41.55680084228516,54.64259719848633,54.0360107421875,0.3376133739948272
2013-06-18,13.20280933380127,28.475608825683597,22.33994674682617,14.088000297546388,38.21003723144531,60.31173706054688,41.93509292602539,54.69795608520508,54.28401565551758,0.3355163335800171
2013-06-19,12.934643745422363,28.15813446044922,22.3414306640625,13.907999992370604,37.814579010009766,59.26420211791992,41.62060546875,53.70835494995117,53.73487854003906,0.3457681536674499
2013-06-20,12.746281623840332,27.262670516967773,21.9460391998291,13.67199993133545,37.05897521972656,57.6998291015625,40.67026138305664,52.07515335083008,52.58340835571289,0.3364484012126922
2013-06-21,12.644149780273438,27.083574295043945,21.85153579711914,13.66800022125244,36.69179534912109,58.104862213134766,40.90728378295898,53.58380126953125,52.83729934692383,0.3359822928905487
2013-06-24,12.309012413024902,27.449907302856445,21.575204849243164,13.530500411987305,35.95738983154297,59.08960723876953,40.62696838378906,52.995567321777344,52.246829986572266,0.3289924561977386
2013-06-25,12.311765670776367,27.40919685363769,21.486156463623047,13.604499816894531,36.77653503417969,59.60638046264648,41.12834167480469,53.071685791015625,52.61883544921875,0.331322431564331
2013-06-26,12.17232608795166,27.962759017944336,21.67095375061035,13.878499984741213,37.07310104370117,60.7517204284668,41.62515258789063,53.56303405761719,53.02626419067383,0.3294584453105926
2013-06-27,12.041144371032717,28.18255043029785,21.755786895751957,13.8774995803833,37.53211975097656,60.5561752319336,41.992069244384766,53.74987411499024,53.1679916381836,0.3264294266700744
2013-06-28,12.125235557556152,28.117431640625,21.83763885498047,13.884499549865724,37.27789688110352,59.96258163452149,41.647945404052734,53.27928161621094,53.35103988647461,0.3271284103393554
2013-07-01,12.513272285461426,27.97088623046875,22.02392578125,14.104999542236328,37.0660514831543,60.50029754638672,42.21085357666016,53.99208068847656,53.32152938842773,0.3285264372825622
2013-07-02,12.79673194885254,27.62898826599121,21.885765075683597,14.18649959564209,37.55685806274414,60.458377838134766,42.21540832519531,54.28273391723633,53.522308349609375,0.3282932937145233
2013-07-03,12.8673677444458,27.68597412109375,21.98795890808105,14.201499938964844,37.53550720214844,60.60504531860352,42.625614166259766,54.3726921081543,53.55179977416992,0.3292253315448761
2013-07-05,12.764015197753906,27.848796844482425,22.1630859375,14.293999671936035,38.40330123901367,61.36628723144531,43.480224609375,54.21352767944336,54.07145309448242,0.3317883014678955
2013-07-08,12.69154453277588,27.946468353271484,22.450824737548828,14.529500007629396,38.90834045410156,61.86911392211914,42.8671875,54.504173278808594,54.47298049926758,0.3301573991775512
2013-07-09,12.91477108001709,27.962759017944336,22.45454788208008,14.576499938964844,39.0434684753418,62.07164001464844,42.66207504272461,55.064735412597656,55.11660385131836,0.3317883014678955
2013-07-10,12.86523151397705,28.2476806640625,22.4731502532959,14.616499900817873,39.00079727172852,62.32307052612305,42.548133850097656,55.22389221191406,54.80955123901367,0.3362153470516205
2013-07-11,13.065824508666992,29.0535945892334,22.826623916625977,14.982999801635742,39.22130584716797,62.62334060668945,43.29107284545898,55.895164489746094,55.07528305053711,0.3408752977848053
2013-07-12,13.04197597503662,29.03730583190918,22.895082473754883,15.3774995803833,39.10040283203125,62.84682846069336,43.46427917480469,56.43497085571289,55.15205764770508,0.3411082029342651
2013-07-15,13.07041072845459,29.444337844848636,22.93700218200684,15.328499794006348,39.0434684753418,63.133182525634766,43.35715103149414,56.407257080078125,55.06348037719727,0.3404091596603393
2013-07-16,13.154808044433594,29.52573776245117,22.81099510192871,15.343500137329102,39.12883377075195,63.133182525634766,43.15889739990234,56.0335807800293,55.093021392822266,0.3422732055187225
2013-07-17,13.158170700073242,29.09428024291992,22.784698486328125,15.434499740600586,39.31377410888672,62.94460678100586,43.2181510925293,55.839725494384766,55.1874885559082,0.3404091596603393
2013-07-18,13.20251178741455,28.850080490112305,22.5894832611084,15.205499649047852,40.0962028503418,62.97256088256836,43.530364990234375,55.98613357543945,55.73072814941406,0.3390113413333893
2013-07-19,12.994270324707031,25.56130027770996,22.2402286529541,15.261500358581545,39.94682312011719,64.41119384765625,43.28195190429688,56.73217010498047,56.19721221923828,0.3317883014678955
2013-07-22,13.035856246948242,26.0578727722168,22.58997917175293,15.173999786376951,40.23134994506836,64.44612121582031,43.578224182128906,56.62760162353516,55.9964599609375,0.3315553963184356
2013-07-23,12.812026023864746,25.9031982421875,22.41882705688477,15.053000450134276,40.30958557128906,64.54389190673828,42.976593017578125,56.43933868408203,56.21493148803711,0.3310894072055816
2013-07-24,13.470070838928224,26.017169952392575,22.39650154113769,14.946999549865724,40.28115081787109,64.501953125,42.55953979492188,55.96523666381836,56.09092330932617,0.3310894072055816
2013-07-25,13.408608436584473,25.553150177001957,22.019460678100582,15.170000076293944,40.18867874145508,64.64865112304688,44.35078811645508,56.0628547668457,56.07912826538086,0.3322543799877167
2013-07-26,13.484748840332031,25.74039649963379,21.96117210388184,15.600500106811523,39.868595123291016,64.83023071289062,44.02944946289063,56.04890060424805,55.97283172607422,0.3308563530445099
2013-07-29,13.692682266235352,25.675262451171875,21.88477325439453,15.30500030517578,39.61251831054688,65.0956039428711,43.7491340637207,55.839725494384766,55.52407836914063,0.3301573991775512
2013-07-30,13.861780166625977,25.92761993408203,22.099336624145508,15.12049961090088,39.35645294189453,65.06767272949219,43.628360748291016,56.083778381347656,55.3941535949707,0.3357493281364441
2013-07-31,13.837620735168455,25.91948127746582,22.020700454711918,15.060999870300291,39.64097213745117,65.29816436767578,40.33982467651367,55.98613357543945,55.35873794555664,0.3364484012126922
2013-08-01,13.964526176452637,25.78109169006348,22.429243087768555,15.278499603271484,40.21713638305664,65.48668670654297,40.83208465576172,56.9204216003418,54.75641632080078,0.3411082029342651
2013-08-02,14.14371395111084,25.96018409729004,22.48753547668457,15.21049976348877,40.18156814575195,65.91969299316406,41.93281173706055,56.676395416259766,54.29582214355469,0.3439040780067444
2013-08-05,14.355008125305176,25.805513381958008,22.448591232299805,15.049500465393066,39.9041633605957,65.50763702392578,42.05587005615234,56.75309753417969,54.08324432373047,0.3455353081226349
2013-08-06,14.226577758789062,25.707826614379883,22.23948097229004,15.037500381469728,39.47026062011719,65.51464080810547,41.67984008789063,56.99013519287109,54.01240158081055,0.3404091596603393
2013-08-07,14.218321800231934,26.09856986999512,22.092641830444336,14.845499992370604,39.33511352539063,65.4098892211914,41.33800506591797,57.143531799316406,53.93561172485352,0.3401762247085571
2013-08-08,14.190006256103516,26.77423095703125,22.14249610900879,14.786999702453612,39.00079727172852,65.1863784790039,41.19899368286133,57.28993988037109,54.19544982910156,0.3425062596797943
2013-08-09,13.988086700439451,26.619569778442383,22.08668327331543,14.86299991607666,38.78030014038086,64.501953125,40.97793197631836,56.9204216003418,53.93977737426758,0.3376133739948272
2013-08-12,14.385457992553713,26.75795555114746,21.96513938903809,14.834500312805176,38.47444152832031,64.2505874633789,40.96652603149414,56.90645980834961,53.4463005065918,0.3348173201084137
2013-08-13,15.069090843200684,26.421838760375977,21.859472274780277,14.69849967956543,38.616695404052734,64.95592498779297,40.84575271606445,56.93437576293945,53.15494537353516,0.3359822928905487
2013-08-14,15.343960762023926,26.520212173461918,21.57570075988769,14.56700038909912,38.51710510253906,63.34268951416016,40.72018051147461,56.64852523803711,52.88738250732422,0.3501951694488525
2013-08-15,15.325798034667969,26.06113052368164,21.32393264770508,14.32349967956543,37.9054069519043,62.53955078125,39.71101379394531,56.1116828918457,52.41769027709961,0.3525250554084778
2013-08-16,15.461844444274902,26.0693359375,21.255714416503903,14.241000175476074,37.9054069519043,62.41384506225586,39.52837371826172,55.70726776123047,52.26903533935547,0.3539231121540069
